Trayectoria 1
-36,34442;24,8489;38,80801;0;0;0
-36,34442;24,8489;38,80801;0;0;0
-36,34442;24,8489;38,80801;0;0;0
-36,34442;24,8489;38,80801;0;0;0
-36,34442;24,8489;38,80801;0;0;0
-36,34442;24,8489;38,80801;0;0;0
-36,34442;24,8489;38,80801;0;0;0
-36,34442;24,8489;38,80801;0;0;0
-36,34442;24,8489;38,80801;0;0;0
-36,34442;24,8489;38,80801;0;0;0
-38,64283;27,37595;37,98998;0;0;0
-41,87862;27,86166;33,99413;0;0;0
-45,58067;29,325;26,19961;0;0;0
-48,33641;31,54625;15,61798;0;0;0
-50,22484;33,99424;5,022;0;0;0
-51,85253;35,44866;-2,688423;0;0;0
-52,85349;36,64433;-9,934319;0;0;0
-53,37299;36,91022;-15,26649;0;0;0
-53,06615;36,0159;-17,70301;0;0;0
-51,83186;34,35991;-18,16138;0;0;0
-49,40158;31,75631;-18,0074;0;0;0
-46,30396;28,09471;-15,44089;0;0;0
-42,31011;24,59294;-12,87399;0;0;0
-37,48473;22,46642;-11,49978;0;0;0
-32,73757;21,41247;-11,80817;0;0;0
-28,313;22,68798;-14,01972;0;0;0
-25,496;21,68071;-11,98658;0;0;0
-25,61132;21,62836;-11,98658;0;0;0
-25,37494;21,62836;-11,98658;0;0;0
-25,28647;21,62836;-11,98658;0;0;0
-25,28647;21,62836;-11,98658;0;0;0
-25,37494;21,62836;-11,98658;0;0;0
-25,37494;21,62836;-11,98658;0;0;0
-25,37494;21,62836;-11,98658;0;0;0
-25,37494;21,62836;-11,98658;0;0;0
-25,37494;21,62836;-11,98658;0;0;0
-25,37494;21,62836;-11,98658;0;0;0
-25,37494;21,62836;-11,98658;0;0;0
-25,37494;21,62836;-11,98658;0;0;0
-25,37494;21,62836;-11,98658;0;0;0
---
Trayectoria 2
-4,21773;8,349901;-3,449526;0;0;0
-4,21773;8,349901;-3,449526;0;0;0
-4,21773;8,349901;-3,449526;0;0;0
-4,21773;8,349901;-3,449526;0;0;0
-4,21773;8,349901;-3,449526;0;0;0
-4,21773;8,349901;-3,449526;0;0;0
-4,21773;8,349901;-3,449526;0;0;0
-4,21773;8,349901;-3,449526;0;0;0
-4,21773;8,349901;-3,449526;0;0;0
-4,21773;8,349901;-3,449526;0;0;0
-4,21773;8,349901;-3,449526;0;0;0
-1,809644;9,921847;-2,220245;0;0;0
3,315296;10,94671;-4,829843;0;0;0
9,968024;14,26865;-8,964363;0;0;0
16,08035;19,49415;-14,07341;0;0;0
20,77664;24,15475;-18,15515;0;0;0
24,60079;28,82007;-21,8694;0;0;0
27,84722;33,2896;-23,92932;0;0;0
30,0085;37,97879;-24,70662;0;0;0
32,08469;42,38488;-24,62998;0;0;0
33,71091;46,5285;-24,5443;0;0;0
34,65754;48,86945;-21,43614;0;0;0
34,49825;49,40046;-14,39551;0;0;0
33,64806;50,82094;-8,080624;0;0;0
33,91862;52,59233;-7,132129;0;0;0
33,91862;52,49022;-7,132129;0;0;0
33,91862;52,55277;-7,132129;0;0;0
33,91862;52,71032;-7,132129;0;0;0
33,91862;52,71032;-7,132129;0;0;0
33,91862;52,63121;-7,132129;0;0;0
33,91862;52,63121;-7,132129;0;0;0
33,91862;52,63121;-7,132129;0;0;0
33,91862;52,63121;-7,132129;0;0;0
33,91862;52,63121;-7,132129;0;0;0
---
Trayectoria 3
33,91862;52,63121;-7,132129;0;0;0
33,91862;52,63121;-7,132129;0;0;0
33,91862;52,63121;-7,132129;0;0;0
33,91862;52,63121;-7,132129;0;0;0
33,91862;52,63121;-7,132129;0;0;0
33,91862;52,63121;-7,132129;0;0;0
33,91862;52,63121;-7,132129;0;0;0
33,91862;52,63121;-7,132129;0;0;0
33,91862;52,63121;-7,132129;0;0;0
33,91862;52,63121;-7,132129;0;0;0
33,91862;52,63121;-7,132129;0;0;0
33,91862;52,63121;-7,132129;0;0;0
33,91862;52,63121;-7,132129;0;0;0
33,91862;52,63121;-7,132129;0;0;0
33,91862;52,63121;-7,132129;0;0;0
33,91862;52,63121;-7,132129;0;0;0
33,91862;52,63121;-7,132129;0;0;0
33,91862;52,63121;-7,132129;0;0;0
33,88789;58,09859;-13,9118;0;0;0
33,50662;59,57539;-19,7808;0;0;0
32,76926;56,63663;-22,59717;0;0;0
31,11298;53,65813;-26,83811;0;0;0
